calories,total_fat,sodium,vitamin_d,calcium,iron,potassium,protein,carbohydrate,fiber,sugars,water
116,8,2873,0,46,1.98,75,8.92,4.38,0,0,70.01
54,0.5,8,0,96,2.92,58,0.66,11.74,1.1,0.19,86.67
462,44,697,0,70,5.5,138,11.4,4.67,0,0,37.04
250,15,453,0,82,2,169,11.19,16.7,1,4.11,54.92
335,0.1,196,0,55,1.11,16,85.6,0,0,0,13
884,100,0,0,0,0,0,0,0,0,0,0
49,0.9,4,0,84,1.5,223,6.95,4.31,0,0,87.04
217,12,918,86,84,1.51,447,24.58,0,0,0,59.7
894,99,0,30,0,0,0,0,0,0,0,0.25
130,5.3,284,1,111,1.27,182,6.54,13.84,1.7,4.23,72.78
381,9.2,585,0,0,2.2,146,10.5,72.4,14.7,5.4,2.5
471,21,492,0,21,1.35,1744,7.1,66.9,5.9,0.22,1
412,17,281,0,0,2.4,82,5.9,74,5.6,1.4,3
67,0.4,238,0,8,0.71,179,2.38,13.89,1.2,4.37,81.4
52,1,297,0,11,0.45,121,2.81,7.94,0.9,1.22,87.35
399,33,933,4,59,0.25,61,0.92,23.73,0.3,23.39,38.85
169,1.5,1004,0,24,0.36,69,1.07,38.43,1.2,17.75,56.17
518,31,753,0,61,2.22,64,6.9,52.1,0,0,7.6
259,13,71,0,5,10.73,263,32.42,0,0,0,53.55
279,3.9,494,0,144,3.43,122,9.77,50.12,1.8,7.28,34.34
398,10,471,0,126,2.4,591,8.7,72.2,5.8,16.1,3
90,1.3,72,57,48,0.34,249,18.31,0,0,0,80.27
142,6.6,430,0,48,1.73,235,6.75,15.39,6.9,6.53,69.34
172,7.9,97,666,6,0.45,499,23.45,0,0,0,68.26
28,0.3,789,0,28,0.23,333,1.1,5.2,2.2,2,91.5
139,6,445,0,150,0.55,170,6.87,14.18,1.9,2.54,71.24
378,0.7,1332,0,2,0.08,8,0,95.4,0,0,0.7
490,22,527,0,0,2.7,122,5.7,67.6,1.7,32.9,3.1
224,13,72,0,71,0.1,101,3,23.6,0,23.6,59.7
43,2.4,0,0,0,0,0,4.82,0.58,0.2,0.2,91.4
222,13,61,29,131,0.21,177,4.1,22.2,0.7,21.16,59.8
103,1.5,65,0,5,3.28,317,22.3,0,0,0,74.79
395,5.3,732,0,183,4.83,196,13.35,71.98,4.5,6.2,6.51
134,7.7,883,0,6,0.32,324,14.59,1.79,0,0.43,72.98
355,26,1133,0,13,0.6,173,0.69,31.9,0.7,17.68,38.53
792,79,59,0,0,0,0,0.26,20.69,0,0,0.11
186,7.2,277,18,24,0.53,186,3.48,26.68,3.2,7.42,61.32
174,9,473,13,75,0.87,152,7.35,15.75,2.4,0.46,66.03
109,0.9,113,0,19,1.45,533,23.72,0,0,0,71.22
154,2.3,53,0,6,4.56,397,31.27,0,0,0,66.43
345,2.6,12,0,166,7.01,1042,22,60.7,25.1,0,11.1
475,20,324,0,0,2.1,121,3.8,69.9,2.3,41.2,2.5
133,3.3,33,0,3,0.79,242,24.37,0,0,0,72.4
221,6.3,351,0,52,2.51,210,7.07,34.01,3.4,3.21,50.99
81,1.3,217,0,36,0.47,266,2.35,15.47,0,0,79.6
37,0.8,85,0,36,0.75,63,6.3,1.1,0,0.45,91.4
145,10,2,0,345,2.75,146,12.68,4.39,0.6,0,71.12
286,22,666,2,80,1.77,296,14.4,8.06,2.3,3.47,53.67
325,30,928,30,24,0.75,217,10.84,3.72,0,2.05,52.82
278,14,0,0,0,0,0,11.72,26.36,0,3.13,45.92
282,16,0,0,0,0,0,16.83,17.43,0,4.17,47.37
507,26,753,0,147,3.9,97,11.4,57.4,2.4,0.5,2.3
371,19,354,0,46,0.75,83,5.4,47.8,1.9,0,27.1
323,19,838,0,45,1.03,97,12.31,25.96,2.6,1.07,40.12
349,18,428,0,53,1.92,111,6,41.21,1.4,9.89,33.57
234,11,135,0,10,4.76,409,33.43,0.08,0,0,54
79,1.5,287,48,28,0.22,187,15.31,0,0,0,83.07
371,6.9,3,0,47,4.64,358,13.7,68.18,9.4,1.42,9.37
451,14,571,0,13,2.98,88,5.37,75.99,1.3,21.65,3.6
60,0.2,219,0,5,1.26,229,1.41,13.61,2.3,0,84.28
325,20,787,0,26,0.77,308,18.68,16.84,0.8,0.23,41.32
207,2.7,28,0,86,0.9,1082,6.2,40.1,6,0,49.7
178,8.7,428,0,13,0.47,247,1.93,24.8,2.3,0.28,62.8
412,22,262,0,32,1.48,133,4.9,52.2,0,0,19.5
289,11,254,0,22,1.49,203,2.6,48,2.6,28.31,37.4
360,1.2,34,0,72,3.38,768,5.25,81.43,0,0,9.96
294,13,484,0,78,1.41,148,7.81,37.55,1.6,7.29,40.7
294,11,636,0,0,6.4,79,6.2,43.3,1.3,5.9,36.6
265,13,211,0,7,1.12,79,2.4,37.1,0,0,47.3
163,4.7,65,0,8,5.01,375,28.43,0,0,0,65.83
374,30,617,22,651,0.47,52,21.56,5.56,0,5.56,39.13
486,22,909,0,0,0,111,5.5,66.2,1.9,8.9,2
16,0.8,156,0,3,0.01,144,2.26,0,0,0,96.6
103,1,37,0,29,1.25,407,22,0,0,0,70.58
321,23,438,18,51,0.63,90,5.5,25.5,0.4,21.8,45.6
484,20,1148,0,26,7.38,129,7.01,64.55,2.4,9.37,4.45
89,0.7,80,0,80,1.2,350,19.4,0,0,0,79.5
506,26,413,0,54,2.44,328,17.31,51.62,13.2,3,2.55
119,4.8,71,0,8,8.99,230,16.92,0.73,0,0,76.46
153,9.3,74,0,12,5.96,176,15.55,0.71,0,0,73.56
22,0.3,169,0,14,0.28,185,0.93,3.87,0.5,2.84,94.09
458,20,234,0,74,6.35,229,7,64.6,3.6,0,6.7
51,0.6,1,0,8,0.18,54,0.42,12.17,2.7,8.45,86.59
201,3.2,459,0,57,3.15,102,8,41.3,12,3.52,46
297,4.8,377,0,72,3.15,246,8.6,56.9,4.7,6.18,27.8
245,2.2,404,0,124,4.15,322,12.1,43.8,3,1.44,40
143,3,86,0,17,3.73,405,27.1,0,0,0,68.21
321,10,795,0,75,1.94,131,7.4,49.1,2.4,0,30.5
148,6.3,79,0,10,1.09,251,21.26,0,0,0,72.54
159,5.4,77,0,9,0.62,477,25.69,0,0,0,62.64
294,1.8,370,0,20,4.09,163,10.6,59.3,2.5,6.43,26.9
297,26,848,0,7,1,283,12.2,2,0,0,56.65
158,8.8,928,0,21,9.6,197,15.05,4.65,0.9,3.2,68.5
470,17,380,0,0,2.9,0,5,73.9,1.5,28.2,3
99,1,4,0,18,1.83,369,5.03,19.59,3.8,0,73.1
111,6.2,49,34,41,0.7,135,11.5,1.4,0,0,80.32
504,46,1582,52,19,1.33,274,19.25,1.18,0,0,28.55
497,25,290,0,43,2.07,208,4.6,66.1,0,0,3
202,12,1120,0,40,0.69,132,1.25,21.33,1.1,3.77,62.04
262,18,870,113,77,1.22,69,14.19,9.64,0,7.71,55.22
126,0.7,0,0,1,0.25,31,2.63,27.91,4.8,0,68.31
295,29,436,21,71,1.13,112,7.1,3.5,0,3.5,58.5
95,4.2,403,0,56,0.1,86,10.9,3,0.1,0.37,80.3
475,20,324,0,0,2.1,121,3.8,69.9,2.3,41.2,2.5
170,8.5,351,0,45,1.29,206,7.84,15.51,1.5,2.03,66.64
394,26,677,0,432,1.52,95,16.87,24.25,2.2,2.04,30.31
250,15,897,10,12,2.08,136,27.1,0,0,0,57.72
131,0.2,1265,0,33,0.29,48,1.47,30.73,0.2,8.82,64.1
369,0.5,3,0,14,1.5,94,10.6,78,1.9,0,10.5
615,62,685,0,10,0.5,139,11.8,1.4,0,0,21.8
97,5,35,0,100,0,141,9,3.98,0,4,81.3
430,12,474,0,381,3.5,133,5.9,76.3,3.3,26.9,2.5
179,8.6,76,0,14,3.19,353,25.45,0,0,0,65.09
343,2,18,0,186,3.4,1316,18.81,64.11,25.2,0,10.77
158,3.2,54,0,7,4.47,335,30.21,0,0,0,65.23
32,0.3,406,0,5,0.21,32,2.08,5.25,0.2,0.34,91.18
329,0.5,5,0,66,4.98,1254,19.87,62.9,12.7,0,13.44
326,35,905,0,4,0.27,108,1.8,2,0.2,2,58.7
147,4.7,59,0,26,0.31,512,24.49,0,0,0,70.24
331,24,966,0,497,0.84,363,19.66,8.32,0,0,43.12
333,0.7,13,0,38,0.68,376,1.25,80.45,2.5,67.15,16.6
515,25,192,0,0,1.5,98,3.8,68.3,0.8,43.5,2.2
130,4.5,79,24,34,0.84,160,20.98,0,0,0,73.58
243,2.1,384,0,193,3.12,202,9.4,48.7,5,1.7,37.2
333,0.9,16,0,240,10.44,1795,23.36,60.27,15.2,2.11,11.32
128,2.7,56,150,14,0.69,380,26.15,0,0,0,71.59
340,18,400,0,53,1.92,111,6,41.21,1.4,9.89,33.57
463,18,970,0,83,4.58,224,10.16,65.67,3.1,1.18,3.42
381,9.2,887,0,44,3.04,454,9,73.8,20.9,0,4
109,1.4,76,0,18,0.41,560,22.64,0,0,0,75.68
396,31,623,32,94,1.55,1372,15.01,15.38,0.2,6.21,33.74
361,3.9,5,0,7,2.38,315,6.93,76.85,7.3,0.64,10.91
363,1.8,5,0,29,2.29,726,6.82,79.76,0,0,8.9
63,1.5,53,0,25,0.48,143,2.26,9.95,0.4,7.86,85.61
210,3.5,388,0,115,2.3,124,7.6,43.3,0,0,44
292,20,518,0,20,0.93,248,14.33,13.61,1.2,0,50.04
140,7.4,129,17,18,3.7,179,16.7,0.4,0,0,74.47
128,5.5,131,50,20,8.94,214,18.26,0,0,0,75.54
90,0.6,261,23,14,0.21,351,19.99,0,0,0,79.65
326,29,860,0,26,6.4,170,14.1,2.2,0,0,52.1
113,0.9,8,0,34,3.14,467,6.84,20.17,4.9,1.48,70.24
127,5,77,0,10,5.4,227,18.14,1.14,0,0,74.73
215,12,146,55,18,1.5,245,25.83,1.51,0,0,59.87
504,24,267,0,0,2.1,84,3.9,68.3,2.6,37.9,4
282,16,668,0,178,2.24,216,15.5,18.79,0.8,4.23,47
271,18,561,0,293,0.71,176,11.67,16.2,1.8,2.89,51.82
155,11,124,87,50,1.19,126,12.58,1.12,0,1.12,74.62
131,5.6,162,72,17,0.23,147,13.1,7.5,0,7.5,72.7
130,3.9,145,0,71,0.11,92,1.95,21.69,0,14.91,71.84
168,2.7,110,0,7,6.89,324,33.67,0,0,0,61.97
338,1.7,261,0,12,0.55,14,2.97,79.38,0.1,0,15
83,0.7,563,0,91,0.5,259,17.88,0,0,0,79.69
337,2.1,5,0,22,3.77,403,14.54,70.58,11.1,7.84,11.07
374,3.5,728,0,211,2.08,47,3.7,81.92,1.2,43.29,7.18
66,0.4,377,0,13,0.59,562,1.46,15.22,1.1,8.23,80.79
208,20,102,0,3,0.39,161,2.4,6.63,0,6.63,71.15
45,2,50,47,140,0.49,141,2.94,3.45,0.4,2.53,90.98
71,3.5,60,0,1,0.56,177,0.8,9.1,0,9.1,86.2
341,1.4,5,0,123,5.02,1483,21.6,62.36,15.5,2.12,11.02
168,2.3,23,0,61,0.6,875,5.3,32,4.8,0,59.3
217,1,31,0,98,2.09,1183,5.97,46.28,0,0,45
346,5.9,195,0,368,6.62,412,14.71,65.44,7.4,31.62,11
230,19,1108,19,11,0.66,156,11.5,2.6,0,0,63.4
499,55,450,0,48,1.09,71,3.3,0,0,0,42.1
138,7.9,99,6,272,0.44,125,11.39,5.14,0,0.31,74.41
146,1.9,61,0,5,3.63,328,30.19,0,0,0,66.28
72,0.6,50,0,22,1.9,250,5.6,11.7,4.2,0,81
160,7.7,47,0,12,0.34,450,21.27,0,0,0,70.47
632,66,47,69,14,0.26,333,9.25,0,0,0,24.76
240,0.4,2,0,43,0.93,732,2.18,63.88,7.1,38.13,30.92
79,0.5,438,0,34,1.62,344,5.34,13.5,4.7,0.61,78.69
429,13,447,0,300,3.4,199,7.3,73.9,4.8,26,3.5
123,1,4,0,3,0.56,86,2.74,25.58,1.6,0.24,70.27
343,22,313,0,63,0.75,362,4.32,34.91,3.2,2.17,37.4
146,9.6,49,2,55,0.99,122,14,0,0,0,76
337,30,1062,35,42,0.99,306,12.45,5.03,0,2.39,49.38
136,1.6,5,0,42,1.6,552,7.2,23.88,5.1,3,65.88
443,17,186,0,50,3.08,297,8.8,68.6,10.5,0.37,2.7
142,7.5,51,0,13,4.51,237,17.5,0,0,0,72.8
76,0.2,14,0,27,0.4,102,0.9,17.6,0.4,11.11,80.87
82,3.9,692,0,36,0.15,37,0.8,11.3,2.2,3.73,81.69
409,16,38,0,440,13.44,977,29.65,41.71,25.9,0,8.34
233,13,313,0,39,4.37,169,10.74,18.55,1.8,4.22,56.43
206,6.2,454,0,52,2.08,301,6.48,32.92,0,0,52.53
202,9.1,607,0,13,0.35,241,13.23,16.65,0.9,0.51,58.82
378,32,1756,36,24,1.36,363,21.07,0.72,0,0.26,41.19
502,24,262,0,0,2.4,60,4.5,66.3,1,29.9,3.4
514,25,192,0,0,1.5,98,3.8,68.3,0.8,44.2,2
77,0.4,108,0,22,1.53,153,5.22,13.62,4.5,5,79.98
91,0.9,62,118,80,0.9,269,19.39,0,0,0,79.13
260,21,1182,0,13,1.43,245,15.38,1.58,0,0,58.62
502,24,380,0,0,3,95,4.5,67.3,2.3,32,2
170,1.1,557,0,6,0.64,99,0.66,39.38,0,35.79,57.37
142,15,2140,0,9,0.35,100,0.54,1.81,1.5,0,76
361,1.7,2,0,15,0.9,100,11.98,72.53,2.4,0.31,13.36
540,53,103,142,58,1.09,152,15.28,0,0,0,32.69
130,3.8,142,0,49,0.09,65,1.45,22.6,0,16.97,71.66
443,21,133,0,0,2.1,278,7.5,61.6,7.1,29.4,8
225,12,551,0,117,2.22,183,11.81,17.22,1.6,0,56.82
106,1.6,414,0,53,1.7,309,5.19,19.99,5.5,0,71.46
144,4.9,39,227,8,1.02,252,23.33,0,0,0,68.09
148,6.6,52,155,43,1.5,361,20.77,0,0,0,71.42
119,3.5,31,0,67,0.7,481,20.48,0,0,0,71.87
384,7.2,28,0,11,0.92,111,2.19,80.99,2,63.78,9.03
328,10,599,1,125,1.8,301,8.73,50.72,1.2,3.74,27.86
80,4.2,0,0,0,0,0,9.08,1.52,0.6,0.4,84
62,3.3,105,52,115,0.03,135,3.21,4.88,0,4.88,87.91
531,30,202,0,9,0.97,786,2.28,63.84,3.5,0.92,2.09
198,4.7,24000,0,190,1.87,374,14.6,23.5,0,0,2.5
336,29,1055,0,31,1.2,222,11.56,6.66,0,1.35,45.37
211,16,716,0,48,1.15,138,13.06,3.45,0,0,64.87
74,2.6,411,0,22,0.68,81,8.61,4.07,0,0,83.41
341,1.6,38,0,138,7.57,983,25.21,58.99,18.3,0,10.8
115,1,124,0,64,1.15,518,24.76,0,0,0,73.41
77,1.5,306,0,33,0.74,232,2.48,13.64,1.3,3.72,80.91
343,1.1,8,0,130,6.77,1464,20.96,64.19,12.7,2.14,10.06
149,8.4,570,0,25,1.19,194,16.13,2.1,0,0,71.6
346,2.7,11,0,17,2.47,320,11.73,74.95,10.3,0,8.41
81,2.5,41,15,5,0.98,187,12.03,2.43,0,0,82.44
124,7.1,42,0,5,1,223,14,0,0,0,78.4
81,2.5,39,26,6,0.76,170,13.12,1.51,0,0,82.37
158,6.5,67,0,11,0.84,193,23.4,0,0,0,68.9
127,12,17,0,8,0.3,134,0.78,4.22,1.8,2.17,82.65
275,1.2,536,0,86,1.4,120,9.1,55.7,2.2,0,32.1
361,3.9,5,0,7,2.38,315,6.93,76.85,7.3,0.64,10.91
298,26,922,0,82,1.16,152,9.88,5.65,0,0,55.25
362,2.7,4,0,33,1.8,268,7.5,76.17,3.4,0,12.37
228,14,21,0,128,13.86,1524,19.6,57.9,37,1.75,3
188,4.9,80,0,127,0.08,186,3.58,33.36,0,23.54,57.27
302,19,568,0,15,0.71,364,2.8,29.37,2.3,0.63,46.34
468,19,203,0,76,0.34,163,2.5,70.97,1,51.9,6.1
344,27,743,41,21,1.43,304,19.12,4.27,0.1,1.86,47.13
396,2.4,16,0,850,37,410,6.7,86.89,3,3.22,3.2
184,11,450,0,211,0.75,258,11.28,10.33,1.6,3.53,65.29
46,1.4,516,0,22,0.55,56,3.06,6.68,0.7,2.72,86.35
63,0.3,3,0,17,0.21,315,1.02,15.79,1.4,12.3,82.44
312,18,737,0,63,1.42,145,8.41,31.25,1,11.23,40.11
526,33,889,0,113,2.24,261,9.3,51.6,9.9,0.79,2.5
64,0.8,48,0,21,1,81,3.9,10.3,3.9,4.13,84.6
171,12,151,0,99,4.1,142,13.68,1.15,0,0,72.5
82,1,230,0,53,5.3,350,14.91,2.2,0,0,80.25
197,9,550,0,29,2.1,180,21,8,4.6,1.2,58
239,12,43,7,16,1.43,271,32.4,0,0,0,54.2
78,0.2,34,35,99,0.04,123,8.64,10.37,0.5,9.54,80.26
459,16,337,0,0,3.1,66,5.6,74.2,1.6,26.7,3.75
356,28,705,21,661,0.51,86,22.6,2.87,0,2.87,42.16
404,9.1,19,0,55,4,371,14.66,65.7,6.5,0.8,8.55
106,5,298,2,34,0.27,274,1.97,13.29,1.9,1.76,78.27
446,16,564,0,9,1.67,278,8.5,71.86,6.9,0.61,1.3
138,2.1,5,4,12,1.47,38,4.54,25.16,1.2,0.4,67.73
433,13,0,0,0,0,0,14.25,64.35,3.8,2.35,5.93
337,1.5,5,0,147,5.49,1185,22.33,60.75,15.3,3.88,12.1
609,44,29,0,0,0,73,2.94,50.07,2.9,47.06,0.25
386,3.4,1405,0,97,3.81,246,11,76.2,3.2,8.27,4.2
28,0.4,27,0,48,0.88,325,2.98,5.06,2.3,1.48,90.69
76,5.1,525,0,0,0,0,1.69,5.08,0,1.69,87.4
45,2.1,49,49,144,0.44,144,2.88,3.29,0.4,2.47,91.13
274,18,615,13,756,0.52,138,24.7,3.5,0,0.55,50.6
175,5.1,60,0,105,0.21,177,4.09,29.18,0,0,60.9
168,9.2,77,0,10,5.93,226,17.89,2.13,0,0,69.8
273,13,624,0,88,1.74,173,10.43,27.97,1.3,3.57,46.11
59,1.4,100,0,96,0,206,2.6,9,0,5,86
31,0.6,17,0,23,0.31,108,0.64,6.91,1.5,2.76,91.6
87,3.4,43,4,7,1.19,193,14.07,0.85,0,0,81.06
136,4.6,140,0,11,30.53,230,18.74,3.53,0,0,71.78
211,15,56,0,5,4.16,249,17.42,0,0,0,66.52
884,100,0,0,0,0.05,0,0,0,0,0,0
462,23,193,0,69,0.5,259,7.7,65.5,1.9,46.2,2.3
512,27,196,0,158,1.06,325,6.62,63.96,2.2,52.53,1.17
459,22,230,0,47,0.63,249,5.4,64.8,2,54,6.99
278,3.7,381,0,153,2.27,0,0.01,50,1.8,7.71,33.3
225,16,1040,33,109,1.33,371,11.23,8.46,1.5,8.46,60.29
57,0.9,92,0,22,1,0,3.3,10.5,2.6,2.3,84.3
51,1.1,148,0,23,1,0,2,9.7,3.1,4.2,86.4
36,1.1,141,0,19,0,0,0.8,6.5,1,3.7,91
492,23,882,0,154,4.47,119,7.23,63.51,2.3,8.14,3.12
260,12,421,0,17,2.88,146,11.85,27.45,0,0,47.8
318,17,30,0,148,7.8,2014,12.01,56.63,27.2,10.34,8.05
463,18,493,0,0,2.3,110,5.4,71,2.7,36.3,3.5
118,7.1,411,3,30,2.01,185,7.53,6.1,0.5,1.1,77.68
239,9.6,587,0,34,2.96,221,7.26,30.84,4.2,0.7,50.48
156,3.8,72,0,5,4.3,367,28.55,0,0,0,66.88
27,0.5,15,0,52,0.51,159,0.97,5.74,1.8,3.91,92.32
417,40,662,16,5,0.41,198,12.62,1.28,0,1,44.24
629,61,72,0,8,3.06,628,11.57,19.3,10.7,0,5.9
478,21,301,0,0,3.4,149,8.1,66,3.7,31.1,3
558,35,371,0,0,2.1,217,8.1,52.2,3.5,30.9,1.8
93,4.1,401,0,16,0.29,0,4.45,9.72,0.8,0.81,80.8
468,52,708,0,29,0.25,78,1.11,3.49,0,3.45,41.36
223,16,66,0,11,2.6,307,18.67,0,0,0,64.25
81,2.3,106,0,8,5.11,168,9.45,4.95,0,0,82.06
95,2.5,40,35,100,0.04,123,8.64,9.54,0,9.54,78.76
152,3.1,58,0,9,5.07,374,29.07,0,0,0,67.37
280,17,16,13,731,0.25,95,27.5,3.1,0,1.23,49.9
147,11,354,48,118,0.33,156,3.84,9.17,0.2,4.38,74.89
391,3.9,285,0,36,4.37,83,10,77.1,5,0,7.2
29,0.6,11,14,3,0.4,437,3.28,4.44,2.2,2.26,90.66
99,1.4,53,0,12,1.61,297,20.39,0,0,0,76.3
154,0.5,14,0,31,1.45,329,2.25,34.91,0,0,61.41
377,6.5,3643,0,55,2.44,306,15.42,62.32,3.2,1.9,4.94
300,22,627,16,505,0.44,76,22.17,2.19,0,1.03,50.01
274,16,655,0,60,2.13,175,8.53,23.46,0.6,0,50.06
342,16,974,13,142,2.41,174,11.85,38.75,0.7,1.97,28.4
482,24,225,0,73,1.2,347,8.78,62.68,3.1,47.19,2.3
359,2.7,403,0,18,0.75,164,1,82.82,0,57.58,12.3
64,0.5,6,0,14,1.5,93,3.4,11.49,2.5,2.89,84.1
59,2.7,34,0,78,1.53,0,6.38,2.19,0.8,0.53,88.08
347,1.2,15,0,132,6.74,1246,23.86,62.62,16.3,6.6,9.05
469,19,267,0,0,2.5,94,4.5,71,1.3,32,2.4
230,17,1297,13,12,1.15,283,15.27,2.59,0,2.35,60.97
97,3.8,44,18,6,1.03,204,11.3,3.7,0,0,80.5
249,11,753,0,58,1.77,245,16.28,20.89,1.4,3.64,48.94
134,4.3,45,0,29,1.78,296,22.2,0,0,0,73.4
224,1.1,3,0,18,1.41,447,4.2,49.07,0,0,43.95
217,2.9,332,0,163,2.91,150,13.32,42.47,11.1,3.71,39.6
207,2.5,479,0,94,3.19,76,8.7,44.3,9.7,4.76,42.9
884,100,0,0,0,0,0,0,0,0,0,0
362,3.6,35,0,6,3.45,287,8.12,76.89,7.3,0.64,10.26
287,20,532,11,19,0.95,261,14.85,12.84,0.3,0,50.82
343,3.1,2400,0,172,2.38,1248,9.2,76.14,7.6,10,5.8
438,15,1107,0,84,3.84,78,9,66.7,3.7,2.2,3
186,14,80,1097,3,0.66,268,14.37,0,0,0,70.27
196,10,665,0,22,1.49,298,23.89,0,0,0,65.06
357,2.1,3,0,4,0.93,294,7.46,79.26,11,0,10
132,2.6,98,0,128,1.04,185,3.49,23.62,3.3,0,69.25
158,4,47,0,110,0.1,173,3.19,28.09,0,25.32,64.02
324,5.8,91,0,45,6.04,1870,10.58,69.86,28.7,41.06,7.15
296,15,409,0,19,0.98,604,3.74,36.9,4.1,0,42.23
316,18,838,0,319,0.43,106,14.87,22.87,2.1,2.8,40.65
515,26,290,0,0,2.6,65,3.9,67.1,2,35.8,2
489,24,876,0,0,0,134,6.3,63.2,2.8,3.1,3
296,26,67,238,134,4.55,121,15.53,0.81,0,0.16,56.44
53,0.5,79,0,27,1.09,194,3.4,11.15,3.4,0,84.36
245,12,185,0,7,1.23,50,2.7,33.5,0,0,51.2
114,0.9,239,0,63,1.33,274,6.99,20.22,5.5,0.54,70.6
169,6.9,518,11,12,1.86,224,23.68,1.47,0,0,66.07
222,10,577,0,93,1.45,192,13.77,18.43,0.9,1.53,55.17
346,12,206,0,95,4.03,446,15.98,65.78,20.3,1.56,4.43
130,3.1,0,0,17,6.1,40,25.6,0,0,0,70.3
82,2.6,112,2,102,0.6,18,3.5,11.2,0.5,0.79,81.7
60,2.1,11,0,14,0.5,133,1.7,8.4,1.5,1.2,87.3
95,2.8,238,16,60,1.43,282,4.37,12.7,1.6,3.17,78.1
119,10,458,0,0,0,0,3.39,5.08,0,1.69,78.3
369,3.9,37,0,64,2.39,991,5.01,78.43,0,0,9
44,1.1,145,0,23,0,0,1.3,8.2,1.5,4.4,88.6
131,1.1,6,0,6,1.14,24,5.15,24.93,0,0,68.56
474,21,188,0,145,0.42,188,5.08,67.95,0.9,63.93,4.6
491,24,239,0,93,0.72,323,7.53,61.51,2.3,50.47,5.55
358,4.6,1578,0,62,2.01,905,7.77,73.93,8.6,0,6.22
314,3.7,2095,0,311,1.63,990,8.9,74.31,4.1,0,4.97
291,13,676,0,147,2.57,187,11.47,31.79,2,1.95,41.17
70,0.4,272,0,13,0.91,192,2.22,14.22,0.9,4,82.15
124,4.4,347,1,73,0.65,184,6.63,14.39,1.4,2.96,73.1
74,1.9,604,0,17,0.34,165,1.51,12.79,1.3,1.44,82
72,4.1,685,0,14,0.42,47,2.22,6.53,0.2,0,84.85
473,19,507,0,0,3.2,134,4.9,71.3,2.2,38.4,2.5
211,12,76,0,43,0.67,636,23.69,0,0,0,62.97
325,12,524,2,272,6.8,76,5.5,49.5,1.4,18.2,29.6
340,2.7,684,0,476,4.73,316,10.9,71.3,8.5,7.21,9.1
491,22,305,1,0,2.3,22,4.6,70,1.8,28.9,3.5
46,2.6,372,0,10,0.07,35,0.67,5.01,0,0,90.73
299,3.2,204,0,26,4.1,366,9.4,79.3,21.7,18.8,2
884,100,0,0,0,0.05,0,0,0,0,0,0
90,0.4,4,0,126,1.1,431,2.95,18.83,5,3,77.2
197,4.5,478,1,47,1.69,281,10.44,28.54,2.4,5.57,54.18
128,4.4,40,11,4,2.27,338,22.16,0.1,0,0,72.35
387,3.3,44,0,36,0.8,116,1.59,87.73,0.1,56.32,6.69
24,0.4,238,0,86,1.18,460,2.72,3.89,2,0,92.15
107,3.3,107,31,12,1.17,162,19.28,0,0,0,75.85
90,1,238,0,18,1.25,144,5.05,15.24,1.8,2.6,77.82
111,0.5,78,0,7,25.9,283,26.5,0,0,0,72.5
404,14,278,0,21,6.3,168,5.1,73,2.2,0,7
449,15,823,0,137,4.4,117,13.3,67,2.2,0.8,2.3
28,0.4,259,0,72,0.9,228,1.9,5.63,2,1.25,91.2
68,2.4,119,0,5,1.14,265,11.4,0.14,0,0,85.01
339,1.1,14,0,175,5.47,1387,21.86,62.37,20.2,2.26,10.7
46,0.4,1,0,13,0.53,124,0.92,11.02,1.6,9.02,87.2
594,50,130,0,263,2.83,560,18.17,27.9,13.7,0,1.7
118,8,117,0,4,1.07,307,11.33,0,0,0,78.52
380,1.7,95,296,15,6.7,176,5.5,90.1,5,53.6,1.4
435,17,377,0,32,2.19,185,4.89,66.76,2,37.2,9.99
295,16,528,0,238,0.51,160,12.29,26.26,2.3,3.85,43.3
90,3.2,245,0,28,1,233,2,15,2.9,3,74
589,50,17,0,45,1.9,745,24.06,21.57,8,8.41,1.14
52,1.8,33,0,24,0.51,35,1.9,7.1,0.9,0,88.7
430,45,901,3,28,0.3,64,1.32,5.9,0,4.69,45.68
305,21,844,25,126,2.49,167,11.33,19.06,0.5,2.19,46.67
489,24,26,0,76,3.95,539,13.67,53.88,8.9,19.8,5.84
268,23,936,0,19,1,0,14.8,1.4,0,0,58.2
431,15,384,0,13,3.36,239,4.5,69.44,2.6,35.35,9.32
237,7.6,71,0,1,0.03,83,0.6,27.6,0.1,0,54.9
259,19,1540,0,12,0.88,237,17.6,3.6,0,0,55.2
439,18,1923,0,22,4.21,183,10.22,60.23,2.9,1.96,6.5
290,5,398,0,81,2.69,266,6.6,56,2.6,0,30.1
121,3.3,209,0,15,1.03,164,5.8,17.19,1.7,1.67,72.75
251,17,1078,0,73,1.8,103,19.5,6.1,3.8,1.2,54.3
125,6,233,13,24,1.01,133,16.51,0,0,0,75.92
279,17,838,0,14,2.2,260,14.2,17,0,0,49.4
503,25,629,0,0,4.1,104,8.6,63.1,2.2,1.4,2.3
129,4.4,672,0,60,1.53,375,5.88,16.97,5.9,3,70.17
150,4.9,71,0,31,1.41,458,24.81,0,0,0,70.52
526,28,138,0,0,1.24,311,3.45,65.99,3.4,51.72,1.73
12,0.3,18,0,57,0.26,117,0.5,2.41,1,1.07,94.34
487,21,8,0,21,1.35,1744,7.1,67.8,6.1,0.22,1
